time (us), m_acc_x, m_acc_y, m_acc_z, m_mag_x, m_gyr_y, m_gyr_z, m_mag_x, m_mag_y, m_mag_z, l_acc_x, l_acc_y, l_acc_z, l_gyr_x, l_gyr_y, l_gyr_z, l_mag_x, l_mag_y, l_mag_z
552542501, -0.043096, +0.220267, +9.629479, -0.029798, -0.013835, +0.003193, +67.552734, +1.792969, +35.486719, -0.028714, +0.100499, +9.683753, -0.050091, -0.003665, +0.040317, +53.128000, -37.584000, +54.810000,
552643631, -0.057461, +0.248997, +9.797073, -0.028734, -0.011706, +0.001064, +67.552734, +1.792969, +35.486719, -0.129212, +0.150748, +9.590433, -0.047647, -0.008552, +0.032987, +52.896000, -37.758000, +55.680000,
552744767, -0.138864, +0.306458, +9.710882, -0.025541, -0.013835, +0.003193, +68.803711, +0.896484, +34.280859, -0.100499, +0.222533, +9.547362, -0.045204, -0.008552, +0.039095, +53.650000, -37.700000, +54.868000,
552845901, -0.071826, +0.191536, +9.706094, -0.028734, -0.011706, +0.001064, +68.088867, +1.255078, +37.037109, -0.021535, +0.208176, +9.576076, -0.043982, -0.006109, +0.034208, +53.070000, -37.526000, +55.042000,
552947028, -0.114922, +0.263362, +9.753978, -0.024477, -0.010642, +0.001064, +68.088867, +1.613672, +35.658984, -0.028714, +0.143569, +9.554541, -0.043982, -0.007330, +0.037874, +53.360000, -38.222000, +54.926000,
553048176, -0.138864, +0.272939, +9.825804, -0.026606, -0.014899, +0.000000, +69.161133, +1.613672, +35.314453, -0.100499, +0.064606, +9.640682, -0.045204, -0.010996, +0.039095, +53.418000, -38.164000, +54.636000,
553149308, -0.086191, +0.272939, +9.725247, -0.026606, -0.011706, +0.003193, +69.161133, +1.613672, +35.314453, -0.064606, +0.014357, +9.611968, -0.042761, -0.010996, +0.042761, +53.128000, -37.758000, +55.738000,
553250538, -0.043096, +0.296881, +9.897630, -0.026606, -0.008514, -0.002128, +69.161133, +1.613672, +35.314453, -0.107677, +0.114855, +9.597611, -0.046426, -0.012217, +0.041539, +53.476000, -37.816000, +54.636000,
553351670, -0.067038, +0.258574, +9.639056, -0.027670, -0.012771, +0.001064, +67.195312, +1.075781, +36.175781, -0.071785, +0.122034, +9.533005, -0.047647, -0.012217, +0.031765, +53.534000, -38.338000, +54.346000,
553452809, -0.052672, +0.320823, +9.639056, -0.025541, -0.013835, +0.002128, +68.625000, +0.000000, +36.864844, -0.107677, +0.186640, +9.619147, -0.045204, -0.002443, +0.043982, +53.128000, -37.990000, +55.274000,
553553946, -0.004788, +0.268151, +9.682152, -0.025541, -0.012771, +0.003193, +68.803711, +1.972266, +36.003516, -0.078963, +0.129212, +9.583255, -0.048869, -0.003665, +0.035430, +53.476000, -38.454000, +53.998000,
553655083, -0.076614, +0.263362, +9.682152, -0.024477, -0.014899, -0.001064, +69.518555, -0.537891, +36.692578, -0.086142, +0.165105, +9.583255, -0.051313, -0.012217, +0.037874, +53.070000, -38.744000, +54.114000,
553756216, -0.067038, +0.316035, +9.672575, -0.028734, -0.012771, +0.003193, +69.518555, -0.537891, +36.692578, -0.078963, +0.165105, +9.576076, -0.048869, -0.001222, +0.036652, +53.708000, -38.164000, +54.578000,
553857349, +0.004788, +0.277727, +9.595960, -0.024477, -0.010642, +0.003193, +69.161133, +0.896484, +37.037109, -0.078963, +0.043071, +9.619147, -0.042761, -0.004887, +0.037874, +53.244000, -37.642000, +54.172000,
553958513, +0.028730, +0.244209, +9.734824, -0.026606, -0.011706, +0.001064, +68.625000, +1.434375, +35.486719, -0.165105, +0.093320, +9.655039, -0.046426, -0.006109, +0.041539, +53.128000, -37.352000, +54.694000,
554059654, -0.009577, +0.272939, +9.658209, -0.027670, -0.013835, +0.003193, +69.161133, +0.537891, +34.969922, -0.129212, +0.179462, +9.554541, -0.040317, -0.009774, +0.037874, +53.186000, -37.932000, +54.694000,
554160788, -0.043096, +0.191536, +9.629479, -0.024477, -0.011706, +0.002128, +68.267578, +0.717187, +36.175781, -0.021535, +0.157926, +9.583255, -0.048869, -0.007330, +0.037874, +53.244000, -37.758000, +54.578000,
554261925, -0.071826, +0.301669, +9.471462, -0.028734, -0.013835, +0.002128, +68.267578, +0.717187, +36.175781, -0.114855, +0.122034, +9.597611, -0.050091, -0.003665, +0.039095, +53.418000, -37.526000, +54.636000,
554363058, -0.067038, +0.306458, +9.643844, -0.024477, -0.013835, +0.002128, +68.982422, +1.075781, +36.175781, -0.050249, +0.186640, +9.698110, -0.040317, -0.008552, +0.035430, +53.186000, -38.164000, +54.172000,
554464179, +0.000000, +0.292093, +9.662998, -0.027670, -0.015963, +0.001064, +70.412109, +1.075781, +35.486719, -0.122034, +0.208176, +9.705288, -0.043982, -0.004887, +0.037874, +53.302000, -38.048000, +54.752000,
554565301, -0.081403, +0.344765, +9.696517, -0.027670, -0.014899, +0.001064, +70.412109, +1.075781, +35.486719, -0.093320, +0.143569, +9.576076, -0.043982, -0.006109, +0.032987, +53.766000, -38.512000, +55.042000,
554666428, -0.043096, +0.320823, +9.734824, -0.024477, -0.011706, +0.002128, +68.982422, +0.000000, +34.797656, -0.014357, +0.150748, +9.568898, -0.046426, -0.004887, +0.043982, +52.780000, -37.758000, +54.230000,
554767557, -0.023942, +0.272939, +9.686940, -0.026606, -0.014899, -0.001064, +68.982422, +0.717187, +35.831250, -0.150748, +0.028714, +9.604790, -0.048869, -0.009774, +0.039095, +53.244000, -38.048000, +54.172000,
554868638, -0.067038, +0.229843, +9.677363, -0.025541, -0.011706, +0.002128, +68.982422, +0.717187, +35.831250, -0.050249, +0.064606, +9.640682, -0.043982, -0.008552, +0.046426, +53.476000, -37.758000, +54.984000,
554969776, -0.043096, +0.277727, +9.648633, -0.026606, -0.013835, +0.001064, +70.054688, +0.717187, +36.520313, -0.064606, +0.078963, +9.590433, -0.042761, -0.006109, +0.034208, +52.896000, -37.758000, +54.404000,
555070922, -0.071826, +0.339977, +9.605537, -0.023413, -0.013835, +0.003193, +68.625000, +1.075781, +35.142187, -0.093320, +0.179462, +9.712467, -0.047647, -0.001222, +0.032987, +53.128000, -37.874000, +54.752000,
555172165, -0.004788, +0.301669, +9.715670, -0.024477, -0.012771, +0.000000, +67.374023, +0.537891, +35.658984, -0.107677, +0.215354, +9.619147, -0.048869, -0.008552, +0.039095, +53.592000, -37.990000, +54.056000,
555273349, -0.071826, +0.244209, +9.720459, -0.027670, -0.011706, +0.001064, +68.267578, +0.717187, +33.764063, -0.143569, +0.193819, +9.611968, -0.051313, -0.000000, +0.040317, +53.302000, -39.034000, +54.462000,
555374509, -0.095768, +0.359130, +9.686940, -0.026606, -0.009578, +0.003193, +68.267578, +0.717187, +33.764063, -0.021535, +0.193819, +9.662218, -0.048869, -0.000000, +0.035430, +53.824000, -38.628000, +55.274000,
555475650, -0.023942, +0.215478, +9.720459, -0.024477, -0.009578, +0.002128, +68.267578, +0.717187, +33.764063, -0.086142, +0.114855, +9.640682, -0.043982, -0.009774, +0.037874, +54.288000, -38.570000, +54.868000,
555576805, -0.057461, +0.277727, +9.610325, -0.026606, -0.013835, +0.000000, +68.982422, +0.358594, +36.520313, -0.078963, +0.157926, +9.619147, -0.047647, -0.010996, +0.037874, +54.230000, -38.744000, +54.694000,
555677989, -0.110133, +0.296881, +9.816227, -0.024477, -0.013835, +0.000000, +68.982422, +0.358594, +36.520313, -0.150748, +0.165105, +9.576076, -0.046426, -0.002443, +0.042761, +54.346000, -37.932000, +54.056000,
555779134, -0.062249, +0.268151, +9.653421, -0.027670, -0.013835, +0.002128, +67.552734, +0.717187, +36.520313, -0.050249, +0.122034, +9.633504, -0.041539, -0.003665, +0.041539, +53.824000, -38.744000, +54.346000,
555880275, -0.090980, +0.272939, +9.682152, -0.024477, -0.014899, +0.001064, +67.552734, +0.717187, +36.520313, -0.107677, +0.086142, +9.705288, -0.046426, -0.006109, +0.036652, +53.360000, -37.990000, +55.564000,
555981400, -0.090980, +0.330400, +9.677363, -0.026606, -0.012771, +0.002128, +69.875977, +0.896484, +37.726172, -0.057428, +0.172283, +9.719645, -0.051313, -0.009774, +0.041539, +53.070000, -38.802000, +54.520000,
556082538, -0.138864, +0.248997, +9.715670, -0.025541, -0.014899, +0.002128, +68.088867, +0.896484, +36.692578, -0.078963, +0.143569, +9.583255, -0.050091, -0.004887, +0.039095, +53.476000, -38.222000, +54.346000,
556183670, -0.076614, +0.268151, +9.768343, -0.026606, -0.013835, +0.002128, +69.339844, -0.358594, +35.486719, -0.064606, +0.093320, +9.683753, -0.045204, -0.007330, +0.041539, +53.360000, -37.758000, +55.100000,
556284810, -0.052672, +0.229843, +9.572018, -0.026606, -0.012771, -0.001064, +68.088867, +0.179297, +36.003516, -0.057428, +0.143569, +9.626325, -0.050091, -0.007330, +0.042761, +53.766000, -37.700000, +54.114000,
556385946, +0.033519, +0.287304, +9.782708, -0.023413, -0.012771, +0.002128, +67.016602, +1.972266, +34.969922, -0.086142, +0.100499, +9.633504, -0.041539, -0.001222, +0.034208, +53.766000, -37.816000, +53.998000,
556487084, -0.047884, +0.306458, +9.706094, -0.025541, -0.010642, -0.001064, +67.016602, +1.972266, +34.969922, -0.093320, +0.193819, +9.662218, -0.053756, -0.008552, +0.035430, +54.056000, -38.338000, +54.636000,
556588245, -0.052672, +0.239420, +9.777920, -0.026606, -0.012771, +0.001064, +67.016602, +1.972266, +34.969922, -0.064606, +0.114855, +9.669396, -0.043982, -0.007330, +0.035430, +53.708000, -37.642000, +54.694000,
556689386, -0.067038, +0.234632, +9.730036, -0.025541, -0.013835, +0.000000, +68.625000, +1.075781, +34.797656, -0.014357, +0.078963, +9.626325, -0.042761, -0.004887, +0.036652, +53.592000, -38.338000, +54.752000,
556790610, -0.043096, +0.253785, +9.806650, -0.024477, -0.013835, -0.001064, +67.910156, +0.717187, +36.520313, -0.086142, +0.136391, +9.568898, -0.051313, -0.009774, +0.037874, +54.346000, -38.222000, +54.404000,
556891932, -0.019154, +0.234632, +9.801862, -0.027670, -0.012771, +0.001064, +68.982422, +0.717187, +36.175781, -0.122034, +0.093320, +9.662218, -0.050091, -0.006109, +0.042761, +52.838000, -37.758000, +53.824000,
556993121, -0.062249, +0.272939, +9.710882, -0.028734, -0.013835, +0.000000, +68.982422, +0.717187, +36.175781, -0.057428, +0.078963, +9.597611, -0.050091, -0.002443, +0.036652, +53.360000, -38.512000, +54.694000,
557094398, -0.047884, +0.287304, +9.639056, -0.023413, -0.014899, +0.001064, +69.875977, +1.972266, +35.658984, -0.093320, +0.165105, +9.619147, -0.043982, -0.006109, +0.045204, +53.360000, -38.744000, +55.158000,
557195540, -0.071826, +0.201113, +9.763554, -0.027670, -0.010642, +0.002128, +68.446289, +1.255078, +35.658984, -0.028714, +0.136391, +9.533005, -0.046426, -0.010996, +0.041539, +54.056000, -38.222000, +54.578000,
557296678, -0.086191, +0.306458, +9.730036, -0.023413, -0.013835, +0.003193, +69.697266, +2.151562, +34.797656, -0.043071, +0.172283, +9.604790, -0.047647, -0.006109, +0.036652, +53.244000, -38.222000, +54.520000,
557397832, -0.062249, +0.320823, +9.758766, -0.027670, -0.011706, +0.001064, +69.875977, +2.330859, +37.037109, -0.122034, +0.129212, +9.662218, -0.045204, -0.000000, +0.046426, +53.998000, -38.338000, +54.056000,
557498959, -0.129287, +0.258574, +9.701305, -0.026606, -0.012771, +0.003193, +69.875977, +2.330859, +37.037109, -0.078963, +0.114855, +9.626325, -0.045204, -0.004887, +0.039095, +54.172000, -38.686000, +54.578000,
557600096, -0.172383, +0.316035, +9.763554, -0.026606, -0.010642, +0.002128, +68.267578, +0.717187, +37.209375, -0.143569, +0.057428, +9.540184, -0.047647, -0.000000, +0.043982, +53.650000, -39.092000, +54.694000,
557701241, -0.076614, +0.225055, +9.686940, -0.023413, -0.010642, -0.001064, +68.267578, +0.717187, +37.209375, -0.050249, +0.136391, +9.597611, -0.041539, -0.009774, +0.037874, +53.708000, -38.628000, +54.752000,
557802384, -0.167594, +0.186748, +9.653421, -0.024477, -0.012771, +0.003193, +69.339844, +0.717187, +35.831250, -0.043071, +0.129212, +9.626325, -0.040317, -0.006109, +0.039095, +53.534000, -38.454000, +55.158000,
557903524, -0.086191, +0.363919, +9.782708, -0.026606, -0.011706, +0.002128, +70.769531, +1.075781, +36.520313, -0.064606, +0.136391, +9.647861, -0.045204, -0.003665, +0.039095, +53.244000, -38.860000, +54.636000,
558004660, -0.067038, +0.205901, +9.739612, -0.027670, -0.012771, +0.001064, +70.769531, +1.075781, +36.520313, -0.043071, +0.179462, +9.683753, -0.045204, -0.010996, +0.035430, +53.244000, -38.280000, +54.868000,
558105794, -0.047884, +0.282516, +9.768343, -0.026606, -0.010642, +0.002128, +70.769531, +1.075781, +36.520313, -0.021535, +0.122034, +9.547362, -0.043982, -0.008552, +0.043982, +53.418000, -38.512000, +53.766000,
558206940, -0.114922, +0.335188, +9.605537, -0.027670, -0.013835, +0.001064, +68.088867, +1.972266, +35.658984, -0.078963, +0.200997, +9.597611, -0.046426, -0.003665, +0.040317, +52.722000, -38.280000, +54.694000,
558308096, -0.071826, +0.268151, +9.624691, -0.027670, -0.010642, -0.001064, +68.267578, +0.717187, +35.486719, -0.043071, +0.179462, +9.662218, -0.045204, -0.006109, +0.032987, +53.534000, -37.700000, +53.592000,
558409236, -0.023942, +0.272939, +9.773131, -0.026606, -0.012771, +0.002128, +69.518555, +1.255078, +37.037109, -0.000000, +0.122034, +9.576076, -0.045204, -0.002443, +0.036652, +53.302000, -39.092000, +55.274000,
558510371, -0.076614, +0.325611, +9.706094, -0.025541, -0.013835, +0.000000, +67.374023, +0.537891, +36.348047, -0.086142, +0.129212, +9.604790, -0.048869, -0.007330, +0.039095, +53.012000, -38.164000, +54.346000,
558611508, -0.071826, +0.301669, +9.730036, -0.027670, -0.013835, +0.004257, +67.374023, +0.537891, +36.348047, -0.179462, +0.093320, +9.690932, -0.046426, -0.004887, +0.037874, +53.708000, -38.280000, +54.288000,
558712638, -0.095768, +0.311246, +9.739612, -0.026606, -0.013835, -0.002128, +68.446289, +1.972266, +35.658984, -0.064606, +0.114855, +9.647861, -0.041539, -0.012217, +0.039095, +53.650000, -38.222000, +55.042000,
558813765, -0.014365, +0.220267, +9.734824, -0.023413, -0.014899, +0.000000, +68.446289, +1.972266, +35.658984, -0.028714, +0.028714, +9.633504, -0.048869, -0.004887, +0.034208, +52.896000, -37.758000, +54.230000,
558914885, -0.067038, +0.220267, +9.658209, -0.024477, -0.012771, +0.000000, +68.982422, +1.434375, +34.453125, -0.100499, +0.143569, +9.583255, -0.050091, -0.009774, +0.037874, +53.302000, -37.874000, +54.694000,
559016133, -0.148441, +0.306458, +9.677363, -0.026606, -0.010642, +0.001064, +68.982422, +0.358594, +36.864844, -0.064606, +0.122034, +9.568898, -0.047647, -0.006109, +0.037874, +53.302000, -38.048000, +54.520000,
559117270, +0.000000, +0.301669, +9.706094, -0.027670, -0.012771, +0.002128, +68.982422, +0.358594, +36.864844, -0.078963, +0.086142, +9.633504, -0.051313, -0.003665, +0.036652, +53.476000, -38.628000, +53.476000,
559218448, -0.105345, +0.234632, +9.691728, -0.026606, -0.011706, +0.002128, +69.339844, +2.151562, +35.142187, -0.165105, +0.071785, +9.626325, -0.047647, -0.003665, +0.039095, +53.476000, -39.092000, +54.868000,
559319591, +0.000000, +0.306458, +9.773131, -0.022349, -0.011706, +0.004257, +69.339844, +0.358594, +35.831250, -0.129212, +0.114855, +9.590433, -0.043982, -0.008552, +0.036652, +53.244000, -38.338000, +54.404000,
559420721, -0.105345, +0.316035, +9.835380, -0.023413, -0.010642, +0.001064, +69.339844, +1.075781, +37.209375, -0.035892, +0.186640, +9.655039, -0.045204, -0.004887, +0.037874, +53.824000, -38.222000, +54.520000,
559521856, -0.148441, +0.311246, +9.782708, -0.025541, -0.013835, +0.002128, +69.339844, +1.075781, +37.209375, -0.086142, +0.143569, +9.540184, -0.047647, -0.002443, +0.040317, +53.070000, -37.932000, +53.592000,
559622990, -0.071826, +0.272939, +9.720459, -0.025541, -0.012771, +0.003193, +69.161133, +0.537891, +36.348047, -0.043071, +0.172283, +9.633504, -0.041539, -0.008552, +0.035430, +53.418000, -38.744000, +54.578000,
559724125, -0.004788, +0.282516, +9.825804, -0.022349, -0.014899, +0.002128, +69.161133, +0.537891, +36.348047, -0.064606, +0.122034, +9.669396, -0.046426, -0.001222, +0.035430, +52.838000, -38.338000, +53.882000,
559825253, -0.143652, +0.306458, +9.643844, -0.026606, -0.011706, +0.001064, +68.982422, +1.434375, +35.486719, -0.064606, +0.186640, +9.597611, -0.045204, -0.002443, +0.039095, +53.186000, -38.570000, +53.882000,
559926393, -0.076614, +0.316035, +9.730036, -0.026606, -0.013835, +0.001064, +68.982422, +1.434375, +35.486719, -0.021535, +0.107677, +9.583255, -0.045204, -0.003665, +0.037874, +53.476000, -38.396000, +54.984000,
560027524, -0.134075, +0.248997, +9.662998, -0.023413, -0.013835, -0.001064, +68.446289, -0.179297, +37.381641, -0.071785, +0.136391, +9.576076, -0.046426, -0.001222, +0.039095, +53.998000, -38.106000, +55.042000,
560128639, -0.095768, +0.196325, +9.768343, -0.025541, -0.010642, +0.001064, +68.446289, +0.179297, +36.003516, -0.071785, +0.150748, +9.497113, -0.043982, -0.004887, +0.037874, +53.070000, -37.816000, +55.564000,
560229778, -0.076614, +0.407014, +9.672575, -0.029798, -0.014899, +0.002128, +68.446289, +0.179297, +36.003516, -0.035892, +0.172283, +9.583255, -0.047647, -0.003665, +0.035430, +53.244000, -37.526000, +55.274000,
560330903, -0.052672, +0.263362, +9.710882, -0.027670, -0.014899, +0.001064, +67.731445, +2.330859, +35.658984, -0.122034, +0.050249, +9.640682, -0.043982, -0.004887, +0.039095, +53.302000, -38.512000, +54.520000,
560432027, +0.004788, +0.258574, +9.725247, -0.026606, -0.015963, +0.001064, +70.054688, +2.151562, +36.520313, -0.071785, +0.143569, +9.626325, -0.046426, -0.007330, +0.037874, +53.244000, -38.222000, +55.042000,
560533168, -0.090980, +0.311246, +9.730036, -0.025541, -0.013835, +0.001064, +68.267578, -0.358594, +35.831250, -0.086142, +0.179462, +9.676575, -0.048869, -0.004887, +0.043982, +53.766000, -38.164000, +54.752000,
560634299, -0.134075, +0.311246, +9.777920, -0.025541, -0.011706, +0.000000, +69.875977, +0.537891, +36.692578, -0.122034, +0.078963, +9.619147, -0.046426, -0.001222, +0.039095, +53.244000, -37.642000, +54.462000,
560735440, -0.057461, +0.282516, +9.763554, -0.022349, -0.014899, +0.005321, +69.875977, +0.537891, +36.692578, -0.122034, +0.071785, +9.590433, -0.050091, -0.004887, +0.041539, +53.766000, -37.990000, +54.056000,
560836566, -0.028730, +0.244209, +9.792285, -0.027670, -0.012771, +0.000000, +67.731445, +0.896484, +35.658984, -0.064606, +0.107677, +9.597611, -0.045204, -0.001222, +0.039095, +53.592000, -38.222000, +54.230000,
560937829, -0.052672, +0.301669, +9.768343, -0.023413, -0.017028, +0.003193, +67.731445, +0.896484, +35.658984, -0.043071, +0.143569, +9.590433, -0.050091, -0.003665, +0.035430, +53.360000, -38.106000, +53.592000,
561038963, -0.038307, +0.287304, +9.763554, -0.025541, -0.013835, +0.004257, +68.982422, +1.075781, +35.486719, -0.028714, +0.186640, +9.604790, -0.046426, -0.001222, +0.042761, +53.418000, -38.396000, +54.752000,
561140095, -0.004788, +0.234632, +9.715670, -0.027670, -0.012771, +0.002128, +69.518555, +2.689453, +35.314453, -0.064606, +0.122034, +9.669396, -0.039095, -0.003665, +0.043982, +53.708000, -38.338000, +54.636000,
561241228, -0.110133, +0.263362, +9.768343, -0.024477, -0.013835, +0.000000, +69.518555, +2.689453, +35.314453, -0.107677, +0.200997, +9.583255, -0.040317, -0.018326, +0.037874, +54.346000, -38.280000, +54.462000,
561342365, -0.067038, +0.272939, +9.777920, -0.024477, -0.011706, +0.001064, +69.518555, +2.689453, +35.314453, -0.078963, +0.150748, +9.576076, -0.048869, -0.013439, +0.041539, +53.476000, -38.512000, +54.636000,
561443499, -0.148441, +0.244209, +9.734824, -0.024477, -0.010642, +0.003193, +69.339844, -0.717187, +37.209375, -0.136391, +0.136391, +9.583255, -0.046426, -0.001222, +0.039095, +54.172000, -38.454000, +54.520000,
